City,Locality,Property Type,Price,Furnishing Status,Number of Rooms,Number of Bathroom,Balcony,Clubhouse,Swimming Pool,"""Kids Play Areas""",Parking,Area (Sq.Ft.),State,Area Type
Gurgaon,Gurgaon,Residential,392000.0,Furnished,4,2.5,0,1,0,0,0,2600.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,378000.0,Unfurnished,4,1.5,1,1,0,0,1,2140.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,375000.0,Unfurnished,4,2.0,1,0,1,1,1,1720.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,375000.0,Unfurnished,2,1.5,1,1,0,0,0,1050.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,365500.0,Furnished,2,1.0,1,1,1,0,1,1140.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,359000.0,Furnished,4,1.0,0,0,1,1,1,2180.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,350000.0,Furnished,4,2.25,0,1,0,1,1,1570.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,346000.0,Furnished,3,2.0,0,1,1,1,1,1060.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,345000.0,Unfurnished,2,1.0,0,1,1,0,0,1770.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,340000.0,Unfurnished,3,1.75,1,0,0,1,1,1280.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,330000.0,Unfurnished,4,2.0,1,1,0,0,1,1750.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,325000.0,Furnished,3,1.0,0,1,1,1,0,1050.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,325000.0,Furnished,3,2.0,1,1,1,1,0,1570.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,322500.0,Furnished,4,2.75,0,0,1,1,0,2060.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,315000.0,Furnished,3,1.75,0,1,0,1,0,1900.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,291000.0,Furnished,4,2.5,0,1,1,0,1,1580.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,285000.0,Furnished,3,1.75,1,1,1,0,0,1990.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,271500.0,Furnished,3,2.5,0,0,1,0,1,1490.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,261000.0,Furnished,4,1.5,0,1,0,0,0,2040.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,260000.0,Furnished,4,1.0,0,1,0,1,1,1740.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,250000.0,Furnished,4,2.75,1,0,1,0,1,1830.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,247000.0,Furnished,3,2.25,0,0,0,1,1,1640.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,245560.0,Unfurnished,2,1.5,1,0,0,0,1,1260.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,240000.0,Unfurnished,3,2.25,1,1,0,0,0,1460.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,240000.0,Furnished,3,1.5,1,0,0,0,1,1890.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,227000.0,Furnished,3,1.0,1,1,0,0,1,1340.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,225000.0,Unfurnished,3,2.5,0,0,1,0,1,1740.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,209000.0,Furnished,3,1.0,1,1,1,0,0,1320.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,187250.0,Furnished,2,1.0,1,0,0,0,0,710.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,180000.0,Unfurnished,5,1.0,1,1,0,1,1,1460.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,1080000.0,Furnished,4,2.5,0,1,1,1,0,3000.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,875000.0,Furnished,3,2.5,1,0,1,1,0,1820.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,750000.0,Unfurnished,5,2.25,1,0,1,0,1,2020.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,745000.0,Furnished,3,2.5,0,0,1,0,1,2970.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,717500.0,Unfurnished,3,1.0,0,1,0,1,0,2090.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,665000.0,Unfurnished,2,2.0,0,1,1,0,1,1615.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,660000.0,Unfurnished,2,1.0,1,0,0,1,0,960.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,626100.0,Unfurnished,4,2.5,0,1,0,0,0,2280.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,622100.0,Furnished,4,2.5,1,1,1,1,1,2280.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,595000.0,Furnished,2,2.0,0,1,0,1,1,1510.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,560000.0,Unfurnished,4,1.5,0,0,0,1,0,1810.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,550000.0,Unfurnished,4,3.5,1,1,0,0,0,3540.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,538000.0,Furnished,3,2.75,1,1,1,1,1,2000.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,529950.0,Unfurnished,3,2.25,1,0,1,0,1,1240.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,528000.0,Unfurnished,5,2.25,0,1,0,0,0,2940.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,527500.0,Unfurnished,4,2.25,0,0,0,0,0,2270.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,510000.0,Unfurnished,3,1.75,0,0,0,1,0,2060.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,458000.0,Furnished,3,4.0,1,1,1,0,1,1390.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,456150.0,Furnished,3,2.25,1,0,1,1,0,1750.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,450000.0,Unfurnished,4,1.75,1,1,0,1,1,1850.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,439950.0,Furnished,3,2.0,0,0,0,0,1,1230.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,429000.0,Furnished,4,1.75,1,0,1,1,0,2160.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,427500.0,Furnished,3,1.5,1,0,0,1,0,1900.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,425000.0,Furnished,4,2.0,1,1,1,1,0,1490.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,420000.0,Furnished,3,1.75,0,1,1,1,0,1720.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,419995.0,Furnished,3,2.25,1,0,0,1,1,1830.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,405000.0,Furnished,3,2.0,1,0,0,0,1,1450.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,400000.0,Furnished,4,2.0,0,0,1,1,1,2070.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,390000.0,Unfurnished,2,1.5,0,1,1,0,1,1050.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,385000.0,Unfurnished,5,2.0,1,1,1,1,1,2020.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,385000.0,Furnished,4,2.5,0,0,0,1,1,2630.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,350000.0,Unfurnished,2,1.5,1,0,0,1,0,1320.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,343000.0,Unfurnished,2,1.5,0,0,0,0,1,1040.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,340000.0,Unfurnished,4,2.5,1,1,1,1,1,2690.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,325088.0,Unfurnished,4,1.0,0,0,1,1,0,1400.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,320000.0,Furnished,3,1.0,1,0,0,1,1,1330.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,315000.0,Unfurnished,3,1.75,0,0,0,1,1,1480.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,310000.0,Furnished,4,2.5,0,0,0,1,0,1930.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,309900.0,Furnished,5,2.5,1,1,0,0,1,2100.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,306000.0,Unfurnished,3,1.5,1,0,0,1,1,1250.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,295000.0,Furnished,3,1.0,1,1,0,0,0,1000.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,294500.0,Furnished,3,2.5,1,0,1,1,0,1760.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,292000.0,Furnished,4,2.5,1,1,1,1,0,2060.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,290000.0,Unfurnished,3,1.5,0,0,1,0,0,1040.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,280000.0,Furnished,3,2.25,0,1,1,1,0,1430.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,277500.0,Furnished,4,2.5,1,0,0,0,1,2550.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,273500.0,Unfurnished,4,1.0,0,1,1,1,1,1360.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,268450.0,Furnished,5,2.25,0,0,0,0,1,2200.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,265000.0,Unfurnished,4,2.5,0,0,0,1,1,2040.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,265000.0,Unfurnished,3,1.0,0,0,1,0,0,1080.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,255000.0,Furnished,3,1.5,0,0,1,1,1,1020.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,250000.0,Unfurnished,3,2.0,0,1,1,0,1,1660.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,248000.0,Unfurnished,2,1.0,1,1,0,1,1,700.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,240000.0,Furnished,3,1.0,1,0,0,1,0,1600.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,237000.0,Unfurnished,3,2.0,0,1,0,0,0,1290.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,209950.0,Furnished,3,1.0,0,0,0,0,1,1660.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,205000.0,Unfurnished,3,1.75,0,1,1,0,0,1420.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,199500.0,Furnished,3,1.75,1,1,0,1,0,1160.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,160000.0,Furnished,3,1.0,1,0,1,0,0,1200.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,147500.0,Furnished,3,1.75,1,0,1,1,0,1010.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,780000.0,Furnished,3,2.25,1,1,0,1,1,2206.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,743000.0,Unfurnished,4,2.75,0,0,0,1,1,3410.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,692500.0,Unfurnished,4,3.0,0,0,1,0,1,2820.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,690500.0,Furnished,4,2.75,1,0,1,0,1,3130.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,690000.0,Unfurnished,4,2.5,1,0,1,1,1,2740.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,675000.0,Unfurnished,3,2.25,1,0,1,0,1,2070.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,675000.0,Unfurnished,4,2.25,0,0,1,0,0,2760.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,660000.0,Unfurnished,3,1.75,0,0,0,1,0,2030.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,625000.0,Furnished,4,2.75,1,1,0,0,0,2140.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,590000.0,Unfurnished,3,3.5,0,0,1,0,1,1970.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,585188.0,Furnished,3,2.25,0,1,1,1,1,2230.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,585000.0,Unfurnished,3,3.25,1,0,1,1,0,3050.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,579000.0,Unfurnished,2,2.0,1,0,1,0,1,1760.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,567500.0,Furnished,2,1.5,0,1,0,0,0,1350.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,565000.0,Furnished,5,3.0,1,1,0,0,1,2560.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,559500.0,Furnished,3,2.25,1,0,1,1,1,2150.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,550000.0,Unfurnished,3,2.5,1,0,1,0,0,3070.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,529000.0,Unfurnished,5,2.5,0,1,1,0,0,2380.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,515000.0,Unfurnished,3,2.5,0,0,0,0,0,2130.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,510000.0,Furnished,2,2.25,1,1,0,1,1,1470.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,500000.0,Furnished,2,1.0,1,1,0,1,0,680.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,495200.0,Furnished,5,2.25,1,1,0,0,0,2710.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,485000.0,Unfurnished,2,1.75,0,0,0,0,0,2060.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,464000.0,Furnished,2,2.75,0,0,1,1,0,730.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,450000.0,Unfurnished,2,3.0,1,0,0,0,0,1790.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,450000.0,Unfurnished,4,2.25,1,0,1,1,1,1990.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,438000.0,Furnished,5,2.5,0,0,0,0,1,1990.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,430000.0,Furnished,5,3.0,1,1,1,0,0,2500.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,425000.0,Unfurnished,4,2.0,0,0,1,1,1,1390.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,405000.0,Unfurnished,3,1.75,1,1,1,1,1,2020.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,400000.0,Furnished,3,1.75,1,0,0,1,1,1860.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,390000.0,Furnished,3,3.0,0,1,1,1,0,1550.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,372000.0,Furnished,4,1.5,1,1,0,1,0,1780.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,369000.0,Furnished,4,2.5,0,0,0,1,0,2370.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,363000.0,Furnished,4,3.0,0,0,1,0,1,2250.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,360000.0,Furnished,4,1.75,1,0,1,1,0,1750.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,358000.0,Unfurnished,3,1.0,1,1,1,1,1,890.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,357000.0,Unfurnished,4,2.75,1,0,0,0,1,2700.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,356500.0,Unfurnished,4,1.75,1,1,0,0,0,1570.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,340000.0,Unfurnished,4,2.5,0,0,0,1,1,2380.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,338000.0,Furnished,4,1.5,1,1,0,1,0,1790.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,330000.0,Unfurnished,4,2.5,0,0,1,0,0,2980.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,328000.0,Furnished,2,2.25,1,1,0,1,1,1550.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,325000.0,Furnished,3,2.5,1,0,0,1,0,2550.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,324000.0,Furnished,3,1.0,0,0,1,1,1,1160.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,320000.0,Furnished,2,1.0,1,0,1,1,0,1070.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,299500.0,Unfurnished,3,1.0,1,0,0,1,0,1280.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,299000.0,Furnished,3,1.0,0,0,1,1,1,1510.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,294450.0,Unfurnished,4,2.25,0,0,1,0,0,1400.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,270000.0,Unfurnished,3,1.75,1,0,1,1,1,1800.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,239999.0,Furnished,3,2.75,0,1,1,1,0,1740.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,232000.0,Furnished,3,2.0,0,1,0,1,1,1280.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,215000.0,Furnished,2,1.0,1,0,1,0,0,1480.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,189000.0,Furnished,2,1.0,1,0,0,1,1,1200.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,115000.0,Furnished,2,1.0,1,1,1,0,0,1000.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,760000.0,Unfurnished,3,2.0,1,0,0,0,1,1780.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,615000.0,Unfurnished,3,3.5,1,0,1,1,1,2710.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,430000.0,Furnished,3,2.25,1,0,0,0,0,2160.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,320000.0,Furnished,2,1.0,1,1,1,1,1,1140.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,319000.0,Unfurnished,4,2.25,0,0,1,1,0,2390.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,285000.0,Unfurnished,2,1.0,0,1,0,1,0,720.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,843500.0,Furnished,3,2.5,1,0,1,1,1,3560.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,549000.0,Unfurnished,3,1.75,0,0,0,1,1,1540.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,1010000.0,Unfurnished,5,3.25,0,0,0,0,1,3510.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,989900.0,Furnished,5,2.25,0,1,0,0,1,3320.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,910000.0,Unfurnished,5,2.75,1,0,1,0,1,3750.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,864000.0,Unfurnished,4,2.5,1,1,0,0,1,3190.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,851500.0,Furnished,3,2.0,1,1,0,0,1,3200.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,849000.0,Unfurnished,5,3.25,0,1,0,1,0,2450.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,820000.0,Unfurnished,4,2.75,1,1,0,1,1,3540.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,800000.0,Unfurnished,4,2.5,1,0,0,1,1,2390.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,800000.0,Unfurnished,3,1.75,0,1,1,0,0,1890.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,760000.0,Furnished,5,2.0,0,1,1,0,1,3920.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,750000.0,Unfurnished,4,2.5,0,1,0,0,0,3290.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,730000.0,Furnished,4,2.75,0,0,1,0,1,3800.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,726500.0,Unfurnished,4,2.5,0,0,1,1,1,2180.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,720168.0,Unfurnished,4,2.25,0,1,1,0,1,2120.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,708000.0,Unfurnished,5,3.25,1,0,0,1,1,3060.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,697000.0,Unfurnished,4,2.5,0,0,1,0,0,3220.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,695000.0,Unfurnished,4,2.25,1,0,0,0,0,2360.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,670000.0,Unfurnished,5,3.5,0,0,1,0,1,3860.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,659000.0,Furnished,4,2.0,0,1,0,1,1,2350.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,650000.0,Unfurnished,3,2.0,0,0,0,1,1,2800.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,650000.0,Furnished,3,1.0,0,1,0,1,0,1430.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,645000.0,Furnished,3,2.5,1,1,0,0,0,2930.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,617000.0,Unfurnished,3,1.75,1,0,1,0,1,3020.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,611000.0,Unfurnished,3,1.0,0,1,0,1,1,1850.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,600000.0,Unfurnished,3,2.5,1,0,0,0,1,2680.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,600000.0,Unfurnished,2,1.0,0,0,0,1,0,2120.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,585000.0,Unfurnished,3,2.5,0,0,1,0,0,2290.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,551500.0,Furnished,4,2.5,0,1,0,0,0,2950.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,550000.0,Furnished,4,2.5,0,0,1,1,0,2850.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,529000.0,Unfurnished,4,1.75,1,0,1,0,0,2800.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,523000.0,Unfurnished,3,1.75,1,0,0,1,1,3000.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,508500.0,Unfurnished,4,2.75,0,1,0,0,0,2520.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,500000.0,Unfurnished,3,1.5,0,1,1,1,0,2210.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,492500.0,Furnished,2,2.25,1,0,1,1,1,1600.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,490000.0,Unfurnished,4,2.25,1,0,1,1,0,2020.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,475000.0,Unfurnished,3,1.0,1,0,1,0,1,1470.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,475000.0,Furnished,3,2.5,0,1,0,0,0,2680.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,465000.0,Furnished,4,1.75,0,1,0,0,0,1810.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,465000.0,Unfurnished,2,2.25,0,1,0,0,1,1390.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,459900.0,Unfurnished,3,2.25,0,1,1,0,1,2250.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,458450.0,Unfurnished,4,1.0,1,1,0,1,0,1330.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,440000.0,Unfurnished,5,1.75,1,0,0,0,1,3690.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,408500.0,Furnished,4,2.5,1,1,0,0,0,2720.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,405000.0,Unfurnished,2,1.0,0,1,0,1,1,800.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,400000.0,Unfurnished,2,1.0,0,0,0,0,1,880.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,399950.0,Furnished,3,2.5,0,1,0,0,1,1470.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,390000.0,Unfurnished,3,1.5,1,1,0,0,1,1000.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,370000.0,Furnished,3,1.75,0,1,0,0,1,1580.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,368000.0,Furnished,4,2.5,0,0,0,0,0,2720.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,360000.0,Furnished,4,2.0,1,0,0,1,0,1920.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,355000.0,Furnished,4,3.0,1,0,0,0,1,2590.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,326995.0,Furnished,3,2.5,1,1,0,0,1,1860.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,315000.0,Furnished,3,3.25,0,0,0,1,1,1480.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,312000.0,Furnished,4,1.0,0,0,1,1,0,1190.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,310000.0,Furnished,3,1.0,1,0,0,0,0,1210.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,292000.0,Furnished,3,1.75,1,1,0,0,1,1320.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,292000.0,Unfurnished,4,3.0,1,0,0,1,1,1984.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,290000.0,Furnished,2,1.0,0,1,1,1,0,1340.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,287000.0,Unfurnished,4,2.5,0,1,1,0,0,2660.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,278000.0,Unfurnished,2,2.5,0,1,1,0,1,1420.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,258950.0,Unfurnished,3,1.75,1,0,1,0,1,1440.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,238000.0,Furnished,4,1.75,0,0,0,0,1,1650.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,225000.0,Unfurnished,3,1.75,0,1,1,0,0,1430.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,225000.0,Unfurnished,3,2.0,0,0,0,1,1,1100.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,208000.0,Unfurnished,2,1.0,0,0,1,0,1,960.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,185000.0,Furnished,3,1.0,1,1,0,0,1,1240.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,180000.0,Furnished,3,1.0,1,1,1,1,0,780.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,174950.0,Unfurnished,2,1.0,1,1,0,0,0,730.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,104950.0,Unfurnished,2,1.0,0,0,1,1,0,1170.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,975000.0,Furnished,4,2.25,1,1,1,1,1,2420.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,915000.0,Unfurnished,5,2.75,0,1,0,1,0,2580.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,795000.0,Furnished,2,2.5,0,1,1,1,1,2830.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,790000.0,Unfurnished,3,2.5,0,0,1,0,0,3040.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,753000.0,Unfurnished,4,2.5,1,0,1,0,0,3060.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,725786.0,Furnished,4,2.5,0,1,0,1,0,3070.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,699000.0,Furnished,4,2.5,0,0,0,1,0,2440.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,680000.0,Furnished,4,2.5,1,1,0,1,0,2980.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,678940.0,Furnished,5,2.25,0,1,1,0,1,2610.0,Haryana,Living Area
Gurgaon,Gurgaon,Residential,675000.0,Furnished,4,2.75,1,0,1,1,1,2670.0,Haryana,Living Area
